id	gene
WP_009205622.1	NiFe3d
WP_028451929.1	NiFe3d
WP_028455450.1	NiFe3d
WP_013966114.1	NiFe3d
WP_011380994.1	NiFe3d
WP_004174406.1	NiFe3d
WP_011765148.1	NiFe3d
WP_015436644.1	NiFe3d
WP_018992236.1	NiFe3d
WP_028994701.1	NiFe3d
WP_014238042.1	NiFe3d
WP_026687097.1	NiFe3d
WP_027457859.1	NiFe3d
WP_018412521.1	NiFe3d
WP_020162845.1	NiFe3d
WP_004322153.1	NiFe3d
WP_004363405.1	NiFe3d
WP_002937457.1	NiFe3d
WP_002929027.1	NiFe3d
WP_004252763.1	NiFe3d
WP_012585448.1	NiFe3d
WP_015765571.1	NiFe3d
WP_013559391.1	NiFe3d
WP_013559677.1	NiFe3d
WP_014434113.1	NiFe3d
WP_015941206.1	NiFe3d
WP_028457902.1	NiFe3d
WP_006562473.1	NiFe3d
WP_012119893.1	NiFe3d
WP_011958239.1	NiFe3d
WP_027388897.1	NiFe3d
WP_013506608.1	NiFe3d
WP_012167698.1	NiFe3d
WP_010476561.1	NiFe3d
WP_015221229.1	NiFe3d
WP_015110900.1	NiFe3d
WP_006910395.1	NiFe3d
WP_008273694.1	NiFe3d
WP_015956115.1	NiFe3d
WP_012629409.1	NiFe3d
WP_012593478.1	NiFe3d
WP_017294725.1	NiFe3d
WP_015227029.1	NiFe3d
WP_016514321.1	NiFe3d
WP_008203468.1	NiFe3d
WP_011378516.1	NiFe3d
WP_029552892.1	NiFe3d
WP_024545803.1	NiFe3d
WP_012305837.1	NiFe3d
WP_017324543.1	NiFe3d
WP_006170040.1	NiFe3d
WP_028947433.1	NiFe3d
WP_010872716.1	NiFe3d
WP_015216232.1	NiFe3d
WP_015079811.1	NiFe3d
WP_016952407.1	NiFe3d
WP_011321324.1	NiFe3d
WP_027404530.1	NiFe3d
WP_006276675.1	NiFe3d
WP_028085013.1	NiFe3d
WP_028088931.1	NiFe3d
WP_006195766.1	NiFe3d
WP_015113185.1	NiFe3d
WP_010994940.1	NiFe3d
WP_015138057.1	NiFe3d
WP_009341606.1	NiFe3d
WP_006669190.1	NiFe3d
WP_006624081.1	NiFe3d
WP_008053057.1	NiFe3d
WP_006101686.1	NiFe3d
WP_013323481.1	NiFe3d
WP_017659307.1	NiFe3d
WP_015171978.1	NiFe3d
WP_006512920.1	NiFe3d
WP_023067990.1	NiFe3d
WP_009785505.1	NiFe3d
WP_015182972.1	NiFe3d
WP_015151979.1	NiFe3d
WP_015175286.1	NiFe3d
WP_017715405.1	NiFe3d
WP_019498425.1	NiFe3d
WP_017305034.1	NiFe3d
WP_015153897.1	NiFe3d
WP_015144267.1	NiFe3d
WP_019509061.1	NiFe3d
WP_006512117.1	NiFe3d
WP_016874926.1	NiFe3d
WP_016860165.1	NiFe3d
WP_009756785.1	NiFe3d
WP_026735631.1	NiFe3d
WP_016872130.1	NiFe3d
WP_013451671.1	NiFe3d
WP_028317309.1	NiFe3d
WP_028582678.1	NiFe3d
WP_028585846.1	NiFe3d
WP_015724758.1	NiFe3d
WP_020876264.1	NiFe3d
WP_011189453.1	NiFe3d
WP_013163642.1	NiFe3d
WP_012470833.1	NiFe3d
WP_004513769.1	NiFe3d
WP_014551946.1	NiFe3d
WP_014808238.1	NiFe3d
WP_011699561.1	NiFe3d
WP_012548375.1	NiFe3d
WP_012582502.1	NiFe3d
WP_021287226.1	NiFe3d
WP_008526412.1	NiFe3d
WP_015789840.1	NiFe3d
WP_027856531.1	NiFe3d
WP_028864775.1	NiFe3d
WP_011769610.1	NiFe3d
WP_012971066.1	NiFe3d
WP_020504162.1	NiFe3d
WP_020504783.1	NiFe3d
WP_007191642.1	NiFe3d
WP_007191859.1	NiFe3d
ADK12981.1	NiFe3d
AAP50523.1	NiFe3d
WP_014777645.1	NiFe3d
WP_015281226.1	NiFe3d
WP_023411848.1	NiFe3d
WP_007042613.1	NiFe3d
WP_009150973.1	NiFe3d
WP_023490135.1	NiFe3d
WP_027159095.1	NiFe3d
WP_020158180.1	NiFe3d
WP_027148209.1	NiFe3d
WP_010959484.1	NiFe3d
WP_026596337.1	NiFe3d
WP_005370476.1	NiFe3d
WP_014147789.1	NiFe3d
WP_017839865.1	NiFe3d
WP_013816969.1	NiFe3d
WP_026601561.1	NiFe3d
WP_020482704.1	NiFe3d
WP_020565381.1	NiFe3d
WP_024299641.1	NiFe3d
WP_019865758.1	NiFe3d
WP_011394103.1	NiFe3d
WP_020410523.1	NiFe3d
WP_020161995.1	NiFe3d
WP_015005599.1	NiFe3d
WP_016389591.1	NiFe3d
WP_020932782.1	NiFe3d
WP_020393771.1	NiFe3d
WP_029133296.1	NiFe3d
WP_005505390.1	NiFe3d
WP_029165455.1	NiFe3d
WP_013048933.1	NiFe3d
WP_024821667.1	NiFe3d
WP_009200281.1	NiFe3d
WP_014807493.1	NiFe3d
WP_005661842.1	NiFe3d
WP_014163745.1	NiFe3d
WP_009849435.1	NiFe3d
WP_022739022.1	NiFe4a
WP_006234109.1	NiFe4a
WP_022095197.1	NiFe4a
WP_012802521.1	NiFe4a
WP_016310471.1	NiFe4a
WP_028027490.1	NiFe4a
WP_006362270.1	NiFe4a
WP_009077323.1	NiFe4a
WP_011474970.1	NiFe4a
WP_008384313.1	NiFe4a
WP_029010114.1	NiFe4a
WP_014249328.1	NiFe4a
WP_028536385.1	NiFe4a
WP_018609272.1	NiFe4a
WP_014558423.1	NiFe4a
WP_011751858.1	NiFe4a
WP_013134545.1	NiFe4a
WP_021091787.1	NiFe4a
WP_011991841.1	NiFe4a
WP_023384105.1	NiFe4a
WP_005871901.1	NiFe4a
WP_002948674.1	NiFe4a
WP_009650660.1	NiFe4a
WP_024955559.1	NiFe4a
WP_024953588.1	NiFe4a
WP_014770116.1	NiFe4a
WP_012857629.1	NiFe4a
WP_025345477.1	NiFe4a
WP_011139635.1	NiFe4a
WP_007473606.1	NiFe4a
WP_013400781.1	NiFe4a
WP_013876883.1	NiFe4a
WP_022587809.1	NiFe4a
WP_025773400.1	NiFe4a
WP_015051661.1	NiFe4a
WP_017781337.1	NiFe4a
WP_005315165.1	NiFe4a
WP_019839258.1	NiFe4a
WP_005333319.1	NiFe4a
WP_015466266.1	NiFe4a
WP_025820124.1	NiFe4a
WP_026823431.1	NiFe4a
WP_009113583.1	NiFe4a
WP_029095340.1	NiFe4a
WP_016538796.1	NiFe4a
WP_012134832.1	NiFe4a
WP_012907207.1	NiFe4a
WP_006687169.1	NiFe4a
WP_007725151.1	NiFe4a
WP_007792874.1	NiFe4a
WP_024559362.1	NiFe4a
WP_012124960.1	NiFe4a
WP_015741042.1	NiFe4a
WP_013317233.1	NiFe4a
WP_024105256.1	NiFe4a
WP_022632933.1	NiFe4a
WP_019844844.1	NiFe4a
WP_024524460.1	NiFe4a
WP_015872494.1	NiFe4a
WP_005281999.1	NiFe4a
WP_015370028.1	NiFe4a
WP_029739528.1	NiFe4a
WP_006178188.1	NiFe4a
WP_020883834.1	NiFe4a
WP_006811737.1	NiFe4a
WP_013365010.1	NiFe4a
WP_010434474.1	NiFe4a
WP_025912384.1	NiFe4a
WP_008457682.1	NiFe4a
WP_023331166.1	NiFe4a
WP_020454964.1	NiFe4a
WP_008499575.1	NiFe4a
WP_027712521.1	NiFe4a
WP_017802632.1	NiFe4a
WP_002461475.1	NiFe4a
WP_014639275.1	NiFe4a
WP_014641051.1	NiFe4a
WP_001102339.1	NiFe4a
WP_002436255.1	NiFe4a
WP_025797024.1	NiFe4a
WP_025801577.1	NiFe4a
WP_004114746.1	NiFe4a
WP_023342092.1	NiFe4a
WP_022065323.1	NiFe4a
WP_007370867.1	NiFe4a
WP_007370513.1	NiFe4a
WP_027275601.1	NiFe4a
WP_025151932.1	NiFe4a
WP_013511773.1	NiFe4a
WP_011092831.1	NiFe4a
WP_004245689.1	NiFe4a
WP_006536160.1	NiFe4a
WP_006658446.1	NiFe4a
WP_008912486.1	NiFe4a
WP_006814426.1	NiFe4a
WP_008916657.1	NiFe4a
WP_015696362.1	NiFe4a
WP_013574483.1	NiFe4a
WP_020845056.1	NiFe4a
WP_023227550.1	NiFe4a
WP_021804850.1	NiFe4a
WP_020826906.1	NiFe4a
WP_004948138.1	NiFe4a
WP_012145158.1	NiFe4a
WP_021015295.1	NiFe4a
WP_017892850.1	NiFe4a
WP_001102284.1	NiFe4a
WP_001288110.1	NiFe4a
WP_001102300.1	NiFe4a
WP_001102290.1	NiFe4a
WP_001288148.1	NiFe4a
WP_001288143.1	NiFe4a
WP_002445316.1	NiFe4a
WP_002440707.1	NiFe4a
WP_004699424.1	NiFe4a
WP_005273806.1	NiFe4a
WP_005162305.1	NiFe4a
WP_004709176.1	NiFe4a
WP_005187619.1	NiFe4a
WP_004388743.1	NiFe4a
WP_004877798.1	NiFe4a
WP_004713500.1	NiFe4a
WP_004720656.1	NiFe4a
WP_006818557.1	NiFe4a
WP_005542188.1	NiFe4a
WP_005703984.1	NiFe4a
WP_005645455.1	NiFe4a
WP_014065500.1	NiFe4a
WP_007242420.1	NiFe4a
WP_005760524.1	NiFe4a
WP_005764546.1	NiFe4a
WP_005366168.1	NiFe4a
WP_008989674.1	NiFe4a
WP_006232936.1	NiFe4a
WP_007469705.1	NiFe4a
WP_006644813.1	NiFe4a
WP_004726128.1	NiFe4a
WP_021019734.1	NiFe4a
WP_011388069.1	NiFe4b
WP_028450152.1	NiFe4b
WP_028451288.1	NiFe4b
WP_026263170.1	NiFe4b
WP_014767907.1	NiFe4b
WP_012608688.1	NiFe4b
WP_013561596.1	NiFe4b
WP_011839350.1	NiFe4b
WP_014737671.1	NiFe4b
WP_013128928.1	NiFe4b
WP_010868591.1	NiFe4b
WP_013905846.1	NiFe4b
WP_013467422.1	NiFe4b
WP_015857865.1	NiFe4b
WP_015857684.1	NiFe4b
WP_004068373.1	NiFe4b
WP_012571234.1	NiFe4b
WP_012571983.1	NiFe4b
WP_012572531.1	NiFe4b
WP_014012072.1	NiFe4b
WP_014123101.1	NiFe4b
WP_014122941.1	NiFe4b
WP_020505780.1	NiFe4b
WP_028842781.1	NiFe4b
WP_028845048.1	NiFe4b
WP_012545774.1	NiFe4b
WP_026783288.1	NiFe4c
WP_026790609.1	NiFe4c
WP_011474902.1	NiFe4c
WP_008388614.1	NiFe4c
WP_011389179.1	NiFe4c
WP_028535106.1	NiFe4c
WP_018606884.1	NiFe4c
WP_009368261.1	NiFe4c
WP_005028008.1	NiFe4c
WP_027187553.1	NiFe4c
WP_012625505.1	NiFe4c
WP_015416298.1	NiFe4c
WP_006007878.1	NiFe4c
WP_027191193.1	NiFe4c
WP_007527819.1	NiFe4c
WP_020881764.1	NiFe4c
WP_010939566.1	NiFe4c
WP_012528510.1	NiFe4c
WP_026842872.1	NiFe4c
WP_007473061.1	NiFe4c
WP_014769235.1	NiFe4c
WP_012856977.1	NiFe4c
WP_025344446.1	NiFe4c
WP_015902767.1	NiFe4c
WP_015594087.1	NiFe4c
WP_013809561.1	NiFe4c
WP_013121779.1	NiFe4c
WP_011344721.1	NiFe4c
WP_028108808.1	NiFe4c
WP_028112273.1	NiFe4c
WP_007468176.1	NiFe4c
WP_011833332.1	NiFe4d
WP_004038443.1	NiFe4d
WP_004077410.1	NiFe4d
WP_013329507.1	NiFe4d
WP_011449544.1	NiFe4d
WP_010867842.1	NiFe4d
WP_011012581.1	NiFe4d
WP_010885519.1	NiFe4d
WP_013747503.1	NiFe4d
WP_014734412.1	NiFe4d
WP_013905871.1	NiFe4d
WP_013467760.1	NiFe4d
WP_012751197.1	NiFe4d
WP_011251041.1	NiFe4d
WP_004066437.1	NiFe4d
WP_004066458.1	NiFe4d
WP_012572555.1	NiFe4d
WP_015849571.1	NiFe4d
WP_014013072.1	NiFe4d
WP_014013086.1	NiFe4d
WP_014122750.1	NiFe4d
WP_010479563.1	NiFe4d
WP_008083483.1	NiFe4d
WP_015283654.1	NiFe4d
WP_029166411.1	NiFe4d
WP_013048648.1	NiFe4d
WP_024821984.1	NiFe4d
WP_006301161.1	NiFe4d
WP_009200527.1	NiFe4d
WP_014807277.1	NiFe4d
WP_005662523.1	NiFe4d
WP_009164181.1	NiFe4d
WP_014163350.1	NiFe4d
WP_022739883.1	NiFe4e
WP_006235754.1	NiFe4e
WP_022094158.1	NiFe4e
WP_022349360.1	NiFe4e
WP_006720658.1	NiFe4e
WP_009142078.1	NiFe4e
WP_012803120.1	NiFe4e
WP_022379545.1	NiFe4e
WP_015760641.1	NiFe4e
WP_021900040.1	NiFe4e
WP_022184688.1	NiFe4e
WP_022363091.1	NiFe4e
WP_013979777.1	NiFe4e
WP_016308760.1	NiFe4e
WP_028026344.1	NiFe4e
WP_006361427.1	NiFe4e
WP_012798463.1	NiFe4e
WP_009138996.1	NiFe4e
WP_009078628.1	NiFe4e
WP_013537236.1	NiFe4e
WP_013638341.1	NiFe4e
WP_010936594.1	NiFe4e
WP_020585229.1	NiFe4e
WP_021758533.1	NiFe4e
WP_028587759.1	NiFe4e
WP_028576381.1	NiFe4e
WP_028573897.1	NiFe4e
WP_028572004.1	NiFe4e
WP_029967123.1	NiFe4e
WP_013515288.1	NiFe4e
WP_005986921.1	NiFe4e
WP_020887613.1	NiFe4e
WP_027178908.1	NiFe4e
WP_027187946.1	NiFe4e
WP_012625292.1	NiFe4e
WP_014323623.1	NiFe4e
WP_015336113.1	NiFe4e
WP_027182881.1	NiFe4e
WP_022661459.1	NiFe4e
WP_012749853.1	NiFe4e
WP_018125731.1	NiFe4e
WP_015414775.1	NiFe4e
WP_027190463.1	NiFe4e
WP_015853104.1	NiFe4e
WP_007524167.1	NiFe4e
WP_020879492.1	NiFe4e
WP_010937737.1	NiFe4e
WP_027723401.1	NiFe4e
WP_027716617.1	NiFe4e
WP_015720170.1	NiFe4e
WP_011937735.1	NiFe4e
WP_013460916.1	NiFe4e
WP_015654365.1	NiFe4e
WP_008340210.1	NiFe4e
WP_007474009.1	NiFe4e
WP_024789181.1	NiFe4e
WP_012663581.1	NiFe4e
WP_012035507.1	NiFe4e
WP_014405402.1	NiFe4e
WP_012899275.1	NiFe4e
WP_012899230.1	NiFe4e
WP_014867437.1	NiFe4e
WP_011843203.1	NiFe4e
WP_004039320.1	NiFe4e
WP_020449518.1	NiFe4e
WP_019176382.1	NiFe4e
WP_004077817.1	NiFe4e
WP_013328417.1	NiFe4e
WP_011991040.1	NiFe4e
WP_015284201.1	NiFe4e
WP_012619310.1	NiFe4e
WP_011448732.1	NiFe4e
WP_011305188.1	NiFe4e
WP_011034248.1	NiFe4e
WP_010251151.1	NiFe4e
WP_015738579.1	NiFe4e
WP_027399701.1	NiFe4e
WP_027203889.1	NiFe4e
WP_026651247.1	NiFe4e
WP_026892028.1	NiFe4e
WP_005213155.1	NiFe4e
WP_027631079.1	NiFe4e
WP_015926708.1	NiFe4e
WP_014254276.1	NiFe4e
WP_024832561.1	NiFe4e
WP_024346172.1	NiFe4e
WP_004618281.1	NiFe4e
WP_004628623.1	NiFe4e
WP_019226287.1	NiFe4e
WP_020490799.1	NiFe4e
WP_012302199.1	NiFe4e
WP_027871860.1	NiFe4e
WP_026835345.1	NiFe4e
WP_012199760.1	NiFe4e
WP_027431522.1	NiFe4e
WP_028241974.1	NiFe4e
WP_028246016.1	NiFe4e
WP_028234750.1	NiFe4e
WP_003514863.1	NiFe4e
WP_007047619.1	NiFe4e
WP_013625216.1	NiFe4e
WP_013174844.1	NiFe4e
WP_015536221.1	NiFe4e
WP_022790212.1	NiFe4e
WP_007070913.1	NiFe4e
WP_022106764.1	NiFe4e
WP_008860581.1	NiFe4e
WP_011024634.1	NiFe4e
WP_026486855.1	NiFe4e
WP_029228227.1	NiFe4e
WP_013403527.1	NiFe4e
WP_013432390.1	NiFe4e
WP_014042067.1	NiFe4e
WP_013290727.1	NiFe4e
WP_013411862.1	NiFe4e
WP_011917066.1	NiFe4e
WP_018962513.1	NiFe4e
WP_015051201.1	NiFe4e
WP_003868941.1	NiFe4e
WP_019907186.1	NiFe4e
WP_012995592.1	NiFe4e
WP_006569905.1	NiFe4e
WP_029688128.1	NiFe4e
WP_004399987.1	NiFe4e
WP_014062054.1	NiFe4e
WP_014757614.1	NiFe4e
WP_013296689.1	NiFe4e
WP_013786935.1	NiFe4e
WP_012969568.1	NiFe4e
WP_014777057.1	NiFe4e
WP_015282154.1	NiFe4e
WP_012376920.1	NiFe4e
WP_018133527.1	NiFe4f
WP_006323220.1	NiFe4f
WP_028986298.1	NiFe4f
WP_005582638.1	NiFe4f
WP_014795396.1	NiFe4f
WP_015945149.1	NiFe4f
WP_019851221.1	NiFe4f
WP_014902103.1	NiFe4f
WP_014183752.1	NiFe4f
WP_009619272.1	NiFe4f
WP_007780611.1	NiFe4f
WP_015756422.1	NiFe4f
WP_013843216.1	NiFe4f
WP_013623369.1	NiFe4f
WP_004094701.1	NiFe4f
WP_027938372.1	NiFe4f
WP_018702624.1	NiFe4f
WP_027397032.1	NiFe4f
WP_027406274.1	NiFe4f
WP_021718870.1	NiFe4f
WP_021167282.1	NiFe4f
WP_019880045.1	NiFe4f
WP_019553945.1	NiFe4f
WP_029009221.1	NiFe4g
WP_013560598.1	NiFe4g
WP_013129492.1	NiFe4g
WP_014737566.1	NiFe4g
WP_011752735.1	NiFe4g
WP_020962956.1	NiFe4g
WP_011737331.1	NiFe4g
WP_012415297.1	NiFe4g
WP_008528233.1	NiFe4g
WP_015789964.1	NiFe4g
WP_013413704.1	NiFe4g
WP_015284192.1	NiFe4g
WP_008908605.1	NiFe4g
WP_027308223.1	NiFe4g
WP_005210163.1	NiFe4g
WP_027624751.1	NiFe4g
WP_027099538.1	NiFe4g
WP_018963227.1	NiFe4g
WP_012543586.1	NiFe4g
WP_018661973.1	NiFe4g
WP_013756005.1	NiFe4g
WP_028841464.1	NiFe4g
WP_022856172.1	NiFe4g
WP_012745069.1	NiFe4g
WP_004031618.1	NiFe4h
WP_013644869.1	NiFe4h
WP_013825480.1	NiFe4h
WP_023992259.1	NiFe4h
WP_012956197.1	NiFe4h
WP_019266264.1	NiFe4h
WP_016358530.1	NiFe4h
WP_013295617.1	NiFe4h
WP_010876037.1	NiFe4h
WP_015790909.1	NiFe4h
WP_013100690.1	NiFe4h
WP_010870018.1	NiFe4h
WP_004592818.1	NiFe4h
WP_015732568.1	NiFe4h
WP_011973090.1	NiFe4h
WP_012193964.1	NiFe4h
WP_011972581.1	NiFe4h
WP_013180984.1	NiFe4h
WP_013867209.1	NiFe4h
WP_018154556.1	NiFe4h
WP_007045054.1	NiFe4h
WP_013799750.1	NiFe4h
WP_011832947.1	NiFe4h
WP_014867151.1	NiFe4h
WP_011844026.1	NiFe4h
WP_004038499.1	NiFe4h
WP_004076146.1	NiFe4h
WP_013329140.1	NiFe4h
WP_011449071.1	NiFe4h
WP_011018833.1	NiFe4h
WP_004029221.1	NiFe4i
WP_013643876.1	NiFe4i
WP_013826680.1	NiFe4i
WP_023992909.1	NiFe4i
WP_012956799.1	NiFe4i
WP_019262598.1	NiFe4i
WP_016359143.1	NiFe4i
WP_011407013.1	NiFe4i
WP_013296415.1	NiFe4i
WP_010876862.1	NiFe4i
WP_012794989.1	NiFe4i
WP_013099747.1	NiFe4i
WP_010870540.1	NiFe4i
WP_012981217.1	NiFe4i
WP_004590220.1	NiFe4i
WP_015732720.1	NiFe4i
WP_011973026.1	NiFe4i
WP_012194251.1	NiFe4i
WP_011972283.1	NiFe4i
WP_013180047.1	NiFe4i
WP_013866214.1	NiFe4i
WP_018154032.1	NiFe4i
WP_007044316.1	NiFe4i
WP_013798188.1	NiFe4i
